,Title,US Gross,Worldwide Gross,US DVD Sales,Production Budget,Release Date,MPAA Rating,Running Time min,Distributor,Source,Major Genre,Creative Type,Director,Rotten Tomatoes Rating,IMDB Rating,IMDB Votes
1854,Gossip,5108820,12591270,,14000000,Apr 21 2000,R,,Warner Bros.,Original Screenplay,Drama,Contemporary Fiction,,28,,
1855,The Game Plan,90648202,147914546,50113315,22000000,Sep 22 2007,PG,110,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,Andy Fickman,27,6.3,14984
1856,Girl with a Pearl Earring,11634362,22106210,,12000000,Dec 12 2003,PG-13,,Lionsgate,Based on Book/Short Story,Drama,Historical Fiction,Peter Webber,71,7.1,23493
1857,Galaxy Quest,71423726,90523726,,45000000,Dec 25 1999,PG,104,Dreamworks SKG,Original Screenplay,Comedy,Science Fiction,,89,7.2,52507
1858,Saving Grace,12178602,24325623,,4000000,Aug 04 2000,R,,Fine Line,Original Screenplay,Comedy,Contemporary Fiction,,63,6.8,8543
1859,Gracie,2956339,3036736,,9000000,Jun 01 2007,PG-13,98,Picturehouse,Based on Real Life Events,Drama,Dramatization,,59,6.2,2084
1860,The Great Raid,10166502,10597070,,60000000,Aug 12 2005,R,,Miramax,Based on Book/Short Story,Action,Historical Fiction,John Dahl,36,6.8,8894
1861,The Grand,115879,115879,,3000000,Mar 21 2008,R,,Anchor Bay Entertainment,Original Screenplay,Comedy,Contemporary Fiction,Zak Penn,,6.1,3346
1862,The Constant Gardener,33579798,81079798,,25500000,Aug 31 2005,R,,Focus Features,Based on Book/Short Story,Drama,Historical Fiction,Fernando Meirelles,83,7.6,50763
1863,Garden State,26782316,32381151,,2500000,Jul 28 2004,R,109,Fox Searchlight,Original Screenplay,Drama,Contemporary Fiction,Zach Braff,86,7.9,92594
1864,Grease,305260,206005260,21249794,6000000,Jun 16 1978,PG,,Paramount Pictures,Based on Musical/Opera,Musical,Historical Fiction,Randal Kleiser,83,7,60146
1865,Green Zone,35053660,84788541,14424476,100000000,Mar 12 2010,R,,Universal,Based on Factual Book/Article,Drama,Historical Fiction,Paul Greengrass,55,7.1,26759
1866,George Of The Jungle,105263257,174463257,,55000000,Jul 16 1997,PG,91,Walt Disney Pictures,Based on TV,Comedy,Kids Fiction,,54,5.3,19685
1867,The Brothers Grimm,37899638,105299638,,80000000,Aug 26 2005,PG-13,,Miramax/Dimension,Original Screenplay,Adventure,Fantasy,Terry Gilliam,37,5.9,43532
1868,The Girl Next Door,14589444,18589444,,25000000,Apr 09 2004,R,,20th Century Fox,Original Screenplay,Romantic Comedy,Contemporary Fiction,Luke Greenfield,56,7,5614
1869,How the Grinch Stole Christmas,260044825,345141403,,123000000,Nov 17 2000,PG,104,Universal,Based on Book/Short Story,Comedy,Kids Fiction,Ron Howard,53,5.7,40310
1870,Grindhouse,25031037,50187789,31070911,53000000,Apr 06 2007,R,191,Weinstein/Dimension,Original Screenplay,Horror,Fantasy,Robert Rodriguez,,7.9,82770
1871,Get Rich or Die Tryin',30981850,46437122,9906347,40000000,Nov 09 2005,R,,Paramount Pictures,Original Screenplay,Drama,Contemporary Fiction,Jim Sheridan,16,4,18126
1872,Wallace & Gromit: The Curse of the Were-Rabbit,56068547,185724838,35069986,30000000,Oct 05 2005,G,85,Dreamworks SKG,Original Screenplay,Adventure,Kids Fiction,Nick Park,95,7.9,38158
1873,Groove,1115313,1167524,,500000,Jun 09 2000,R,,Sony Pictures Classics,Original Screenplay,Comedy,Contemporary Fiction,,56,5.8,2486
1874,Grosse Point Blank,28084357,28084357,,15000000,Apr 11 1997,R,106,Walt Disney Pictures,Original Screenplay,Black Comedy,Contemporary Fiction,,,7.4,41523
1875,The Grudge 2,39143839,68643839,8293678,20000000,Oct 13 2006,PG-13,102,Sony Pictures,Remake,Horror,Contemporary Fiction,,10,4.6,16024
1876,The Grudge,110359362,187281115,,10000000,Oct 22 2004,PG-13,96,Sony Pictures,Remake,Horror,Contemporary Fiction,,39,5.7,43218
1877,Grown Ups,161094625,250294625,,75000000,Jun 25 2010,PG-13,102,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,,9,5.8,13488
1878,Ghost Dog: Way of the Samurai,3330230,6030230,,2000000,Mar 03 2000,R,,Artisan,Original Screenplay,Drama,Contemporary Fiction,Jim Jarmusch,,,
1879,Guess Who,68915888,102115888,,35000000,Mar 25 2005,PG-13,103,Sony Pictures,Remake,Comedy,Contemporary Fiction,,43,5.7,15789
1880,Get Carter,14967182,19417182,,40000000,Oct 06 2000,R,,Warner Bros.,Remake,Drama,Contemporary Fiction,,12,4.8,14196
1881,Get Over It,11560259,11560259,,10000000,Mar 09 2001,PG-13,,Miramax,Original Screenplay,Romantic Comedy,Contemporary Fiction,,45,5.5,9350
1882,Veronica Guerin,1569918,9438074,,17000000,Oct 17 2003,R,,Walt Disney Pictures,Based on Real Life Events,Drama,Dramatization,Joel Schumacher,54,6.8,8778
1883,The Guru,3051221,23788368,,11000000,Jan 31 2003,R,,Universal,Original Screenplay,Comedy,Contemporary Fiction,,,5.5,9239
1884,A Guy Thing,15543862,17430594,,20000000,Jan 17 2003,PG-13,,MGM,Original Screenplay,Romantic Comedy,Contemporary Fiction,,,5.5,8147
1885,Ghost World,6217849,8764007,,5500000,Jul 20 2001,R,,MGM,Based on Comic/Graphic Novel,Comedy,Contemporary Fiction,Terry Zwigoff,92,7.7,42973
1886,Halloween 2,33392973,38512850,6646073,15000000,Aug 28 2009,R,105,Weinstein/Dimension,,Horror,Fantasy,Rob Zombie,,4.5,9284
1887,Hairspray,118823091,202823091,104104829,75000000,Jul 20 2007,PG,117,New Line,Remake,Musical,Historical Fiction,Adam Shankman,91,7.2,41511
1888,Half Baked,17394881,17394881,,8000000,Jan 16 1998,R,84,Universal,Original Screenplay,Comedy,Contemporary Fiction,,29,6.3,18791
1889,Hamlet,4501094,7129670,,18000000,Dec 25 1996,PG-13,,Sony Pictures,Based on Play,Drama,Historical Fiction,,94,6,5147
1890,Hamlet,1577287,2288841,,2000000,May 12 2000,R,,Miramax,Based on Play,Drama,Contemporary Fiction,,71,6,5147
1891,Hannibal the Conqueror,0,0,,50000000,Dec 31 1969,,,Sony Pictures,Based on Book/Short Story,,Dramatization,Vin Diesel,,,
1892,Hancock,227946274,624346274,89352567,150000000,Jul 02 2008,PG-13,,Sony Pictures,Original Screenplay,Action,Super Hero,Peter Berg,40,6.5,100822
1893,Happily N'Ever After,15849032,38344430,16559473,47000000,Jan 05 2007,PG,,Lionsgate,Original Screenplay,Comedy,Kids Fiction,,,3.9,4678
1894,The Happening,64506874,163403799,21432877,60000000,Jun 13 2008,R,89,20th Century Fox,Original Screenplay,Thriller/Suspense,Science Fiction,M. Night Shyamalan,18,5.2,72259
1895,"Happy, Texas",2039192,2039192,,1700000,Oct 01 1999,PG-13,,Miramax,Original Screenplay,Comedy,Contemporary Fiction,,82,7.5,198
1896,Hard Candy,1024640,1881243,,950000,Apr 14 2006,R,,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,,,7.2,45791
1897,Harsh Times,3337931,5963961,2638319,2000000,Nov 10 2006,R,120,MGM,Original Screenplay,Drama,Contemporary Fiction,,48,7,26347
1898,Harvard Man,56653,56653,,5500000,May 17 2002,R,,,,Drama,,,,4.9,2758
1899,Harry Brown,1818681,6294140,,7300000,Apr 30 2010,R,,Samuel Goldwyn Films,,Thriller/Suspense,,,,7.4,14297
1900,The House Bunny,48237389,70237389,15442818,25000000,Aug 22 2008,PG-13,98,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Fred Wolf,39,5.5,18964
1901,The Devil's Rejects,17044981,20940428,,7000000,Jul 22 2005,R,,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,Rob Zombie,54,6.9,36082
1902,"House of 1,000 Corpses",12634962,16829545,,7000000,Apr 11 2003,R,,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,Rob Zombie,,5.5,3311
1903,The House of the Dead,10199354,13767816,,7000000,Oct 10 2003,R,,Artisan,Based on Game,Horror,Contemporary Fiction,Uwe Boll,,6.5,5541
1904,Hidalgo,67286731,107336658,,78000000,Mar 05 2004,PG-13,136,Walt Disney Pictures,Original Screenplay,Western,Historical Fiction,Joe Johnston,46,6.6,23604
1905,Hide and Seek,51100486,123100486,,25000000,Jan 28 2005,R,105,20th Century Fox,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,12,5.6,30891
1906,Hoodwinked,51386611,110011106,31171440,17500000,Dec 16 2005,PG,80,Weinstein Co.,Traditional/Legend/Fairytale,Comedy,Fantasy,,,6.7,20461
1907,How Do You Know?,0,0,,90000000,Dec 17 2010,,,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,,,,
1908,Head of State,37788228,38283765,,35200000,Mar 28 2003,PG-13,95,Dreamworks SKG,Original Screenplay,Comedy,Contemporary Fiction,Chris Rock,30,5.1,8447
1909,Hedwig and the Angry Inch,3067312,3643900,,6000000,Jul 20 2001,R,,Fine Line,Based on Musical/Opera,Musical,Contemporary Fiction,,92,7.6,14766
1910,Pooh's Heffalump Movie,18098433,52858433,,20000000,Feb 11 2005,G,,Walt Disney Pictures,Based on Book/Short Story,Adventure,Kids Fiction,,80,6.3,1605
1911,He Got Game,21567853,21567853,,25000000,May 01 1998,R,134,Walt Disney Pictures,Original Screenplay,Drama,Contemporary Fiction,Spike Lee,80,6.8,14494
1912,Heist,23483357,28483168,,35000000,Nov 09 2001,R,109,New Line,Original Screenplay,Action,Contemporary Fiction,David Mamet,66,3.2,77
1913,Hellboy 2: The Golden Army,75986503,160388063,43689202,82500000,Jul 11 2008,PG-13,,Universal,Based on Comic/Graphic Novel,Action,Super Hero,Guillermo Del Toro,,7.3,61902
1914,Hellboy,59623958,99823958,,60000000,Apr 02 2004,PG-13,122,Sony Pictures,Based on Comic/Graphic Novel,Action,Super Hero,Guillermo Del Toro,81,6.8,67763
1915,Raising Helen,37485528,43340302,,50000000,May 28 2004,PG-13,119,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,Garry Marshall,22,5.7,10526
1916,A Home at the End of the World,1029017,1033810,,6500000,Jul 23 2004,R,,Warner Independent,Based on Book/Short Story,Drama,Historical Fiction,,48,6.7,7180
1917,Jet Li's Hero,53652140,177352140,,17000000,Aug 27 2004,PG-13,96,Miramax,Original Screenplay,Action,Historical Fiction,Yimou Zhang,,,
1918,Here on Earth,10494147,10845127,,15000000,Mar 24 2000,PG-13,,20th Century Fox,Original Screenplay,Drama,Contemporary Fiction,,18,4.6,4929
1919,House of Flying Daggers,11050094,92863945,,12000000,Dec 03 2004,PG-13,,Sony Pictures Classics,Original Screenplay,Action,Historical Fiction,Yimou Zhang,,,
1920,Head Over Heels,10397365,10397365,,14000000,Feb 02 2001,PG-13,,Universal,Original Screenplay,Romantic Comedy,Contemporary Fiction,Mark Waters,9,4.8,6574
1921,The Haunting,91188905,180188905,,80000000,Jul 23 1999,PG-13,114,Dreamworks SKG,Based on Book/Short Story,Horror,Contemporary Fiction,Jan De Bont,17,4.6,31808
1922,High Crimes,41543207,63781100,,42000000,Apr 05 2002,PG-13,115,20th Century Fox,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Carl Franklin,31,6.1,14428
1923,High Fidelity,27277055,47881663,,20000000,Mar 31 2000,R,114,Walt Disney Pictures,Based on Book/Short Story,Comedy,Contemporary Fiction,Stephen Frears,92,7.6,69740
1924,Highlander: Endgame,12801190,12801190,,15000000,Sep 01 2000,R,,Miramax/Dimension,Original Screenplay,Action,Fantasy,,,4.3,8421
1925,High Heels and Low Lifes,226792,226792,,10000000,Oct 26 2001,R,,Walt Disney Pictures,,,,,20,6.1,2205
1926,High School Musical 3: Senior Year,90556401,251056401,59373004,11000000,Oct 24 2008,G,,Walt Disney Pictures,Based on TV,Musical,Contemporary Fiction,,66,3.7,18587
1927,The History Boys,2730296,13425589,,3700000,Nov 21 2006,R,,Fox Searchlight,Based on Play,Comedy,Contemporary Fiction,,63,6.7,10293
1928,A History of Violence,31493782,59993782,38659936,32000000,Sep 23 2005,R,,New Line,Based on Comic/Graphic Novel,Drama,Contemporary Fiction,David Cronenberg,87,7.6,79738
1929,Hitch,177784257,366784257,,55000000,Feb 11 2005,PG-13,113,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Andy Tennant,69,5.7,89
1930,Hitman,39687694,99965792,28077100,17500000,Nov 21 2007,R,93,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,,14,6.8,520
1931,Harold & Kumar Escape from Guantanamo Bay,38108728,43231984,24609630,12000000,Apr 25 2008,R,,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,,54,6.7,42358
1932,Harold & Kumar Go to White Castle,18225165,18225165,,9000000,Jul 30 2004,R,,New Line,Original Screenplay,Comedy,Contemporary Fiction,,74,7.2,56030
1933,Held Up,4714090,4714090,,8000000,May 12 2000,PG-13,,Trimark,Original Screenplay,Comedy,Contemporary Fiction,,17,4.7,1840
1934,The Hills Have Eyes II,20804166,37466538,30512461,15000000,Mar 23 2007,R,88,20th Century Fox,Remake,Horror,Fantasy,,,5,17948
1935,The Hills Have Eyes,41778863,69623713,20576805,17000000,Mar 10 2006,R,,Fox Searchlight,Remake,Horror,Contemporary Fiction,Alexandre Aja,49,6.5,43747
1936,How to Lose Friends & Alienate People,2775593,12031443,,28000000,Oct 03 2008,R,109,MGM,Based on Book/Short Story,Comedy,Contemporary Fiction,,36,6.7,25756
1937,Half Past Dead,15567860,19233280,,25000000,Nov 15 2002,PG-13,,Sony Pictures,Original Screenplay,Action,Contemporary Fiction,,2,4.1,6909
1938,Halloween: H2O,55041738,55041738,,17000000,Aug 05 1998,R,85,Miramax,,Horror,Contemporary Fiction,Steve Miner,,,
1939,Halloween: Resurrection,30259652,37659652,,15000000,Jul 12 2002,R,89,Miramax/Dimension,,Horror,Contemporary Fiction,Rick Rosenthal,,3.9,13181
1940,Holy Man,12069719,12069719,,60000000,Oct 09 1998,PG,,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,Stephen Herek,12,4.7,9105
1941,Milk,31841299,50164027,11075466,20000000,Nov 26 2008,R,,Focus Features,Based on Real Life Events,Drama,Dramatization,Gus Van Sant,94,3.6,479
1942,Hamlet 2,4886216,4898285,,9000000,Aug 22 2008,R,,Focus Features,Original Screenplay,Comedy,Contemporary Fiction,Andrew Fleming,64,6.4,9017
1943,Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour,65281781,71281781,18154740,6500000,Feb 01 2008,G,,Walt Disney Pictures,Based on Real Life Events,Concert/Performance,Factual,,71,,
1944,Home on the Range,50026353,76482461,,110000000,Apr 02 2004,PG,94,Walt Disney Pictures,Original Screenplay,Comedy,Kids Fiction,,54,5.4,4772
1945,Hannibal Rising,27669725,80583311,23365803,50000000,Feb 09 2007,R,121,Weinstein Co.,Based on Book/Short Story,Thriller/Suspense,Historical Fiction,Peter Webber,15,6,28690
1946,The Hangover,277322503,465132119,165916727,35000000,Jun 05 2009,R,99,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,Todd Phillips,78,7.9,127634
1947,Hanging Up,36037909,51867723,,40000000,Feb 18 2000,PG-13,95,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,,12,4.3,6098
1948,The Hoax,7164995,7164995,,25000000,Apr 06 2007,R,,Walt Disney Pictures,Based on Real Life Events,Drama,Dramatization,Lasse Hallstrom,85,6.9,9171
1949,Holes,67383924,72383924,,20000000,Apr 18 2003,PG,117,Walt Disney Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Andrew Davis,77,7.1,19388
1950,The Holiday,63280000,205190324,71449071,85000000,Dec 08 2006,PG-13,131,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Nancy Meyers,47,6.9,48215
1951,Hollow Man,73209340,191200000,,90000000,Aug 04 2000,R,112,Sony Pictures,Original Screenplay,Horror,Science Fiction,Paul Verhoeven,28,5.5,41499
1952,Holy Girl,304124,1261792,,1400000,Apr 29 2005,R,,Fine Line,Original Screenplay,Drama,,,,,
1953,Home Fries,10513979,10513979,,15000000,Nov 25 1998,PG-13,,Warner Bros.,Original Screenplay,Black Comedy,Contemporary Fiction,,31,4.7,4806
1954,Honey,30272254,62192232,,18000000,Dec 05 2003,PG-13,94,Universal,Original Screenplay,Drama,Contemporary Fiction,Bille Woodruff,20,4.6,13026
1955,The Honeymooners,12834849,13174426,,27000000,Jun 10 2005,PG-13,,Paramount Pictures,Based on TV,Comedy,Contemporary Fiction,John Schultz,14,2.6,5012
1956,Hoot,8117637,8224998,11095119,15000000,May 05 2006,PG,,New Line,Based on Book/Short Story,Comedy,Contemporary Fiction,,26,5.3,2830
1957,Hope Floats,60110313,81529000,,30000000,May 29 1998,PG-13,114,20th Century Fox,Original Screenplay,Drama,Contemporary Fiction,Forest Whitaker,23,5.3,9168
1958,Horton Hears a Who,154529439,297133947,73524948,85000000,Mar 14 2008,G,,20th Century Fox,Based on Book/Short Story,Adventure,Fantasy,,,7.2,31323
1959,Hostel: Part II,17544812,33606409,16230816,7500000,Jun 08 2007,R,,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,Eli Roth,45,5.4,31511
1960,Hostage,34636443,77636443,,75000000,Mar 11 2005,R,,Miramax,Based on Book/Short Story,Action,Contemporary Fiction,,,7.3,3070
1961,Hostel,47326473,80578934,23835218,4800000,Jan 06 2006,R,,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,Eli Roth,,5.7,64642
1962,Hot Rod,13938332,14334401,24152720,25000000,Aug 03 2007,PG-13,83,Paramount Pictures,Original Screenplay,Comedy,Contemporary Fiction,,40,6.5,22250
1963,The Hours,41675994,108775994,,25000000,Dec 27 2002,PG-13,115,Paramount Pictures,Based on Book/Short Story,Drama,Historical Fiction,Stephen Daldry,80,7.6,44618
1964,Life as a House,15652637,23889158,,18000000,Oct 26 2001,R,,New Line,Original Screenplay,Drama,Contemporary Fiction,,46,7.5,19308
1965,Bringing Down the House,132675402,164675402,,20000000,Mar 07 2003,PG-13,105,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,Adam Shankman,34,5.4,16242
1966,House of Wax,32064800,70064800,,35000000,May 06 2005,R,,Warner Bros.,Remake,Horror,Contemporary Fiction,,25,5.4,32159
1967,How to Deal,14108518,14108518,,16000000,Jul 18 2003,PG-13,,New Line,Based on Book/Short Story,Drama,Contemporary Fiction,,29,5.4,5292
1968,How High,31155435,31260435,,12000000,Dec 21 2001,R,93,Universal,Original Screenplay,Comedy,Contemporary Fiction,,27,5.5,14470
1969,Def Jam's How To Be a Player,14010363,14010363,,12000000,Aug 06 1997,R,93,Gramercy,Original Screenplay,Comedy,Contemporary Fiction,,,,
1970,Harry Potter and the Chamber of Secrets,261987880,878987880,,100000000,Nov 15 2002,PG,161,Warner Bros.,Based on Book/Short Story,Adventure,Fantasy,Chris Columbus,82,7.2,120063
1971,Harry Potter and the Prisoner of Azkaban,249538952,795538952,,130000000,Jun 04 2004,PG,141,Warner Bros.,Based on Book/Short Story,Adventure,Fantasy,Alfonso Cuaron,90,7.7,108928
1972,Harry Potter and the Goblet of Fire,290013036,896013036,215701005,150000000,Nov 18 2005,PG-13,157,Warner Bros.,Based on Book/Short Story,Adventure,Fantasy,Mike Newell,88,7.6,111946
1973,Harry Potter and the Order of the Phoenix,292004738,938468864,220867077,150000000,Jul 11 2007,PG-13,138,Warner Bros.,Based on Book/Short Story,Adventure,Fantasy,David Yates,78,7.4,104074
1974,Harry Potter and the Half-Blood Prince,301959197,937499905,103574938,250000000,Jul 15 2009,PG,153,Warner Bros.,Based on Book/Short Story,Adventure,Fantasy,David Yates,83,7.3,73720
1975,Harry Potter and the Sorcerer's Stone,317557891,976457891,,125000000,Nov 16 2001,PG,152,Warner Bros.,Based on Book/Short Story,Adventure,Fantasy,Chris Columbus,,7.2,132238
1976,Happy Feet,198000317,385000317,203263968,85000000,Nov 17 2006,PG,108,Warner Bros.,Original Screenplay,Adventure,Kids Fiction,George Miller,74,6.7,42369
1977,Hercules,99112101,250700000,,70000000,Jun 15 1997,G,92,Walt Disney Pictures,Based on Book/Short Story,Adventure,Historical Fiction,,84,6.8,21902
1978,Hardball,40222729,44102389,,21000000,Sep 14 2001,PG-13,106,Paramount Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Brian Robbins,38,4.1,165
1979,Hard Rain,19870567,19870567,,70000000,Jan 16 1998,R,96,Paramount Pictures,Original Screenplay,Action,Contemporary Fiction,,26,5.6,14375
1980,The Horse Whisperer,75383563,75383563,,60000000,May 15 1998,PG-13,168,Walt Disney Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Robert Redford,71,6.3,15831
1981,The Heart of Me,196067,196067,,7000000,Jun 13 2003,R,,,,,,,,6.3,1342
1982,Casa de Areia,539285,1178175,,3750000,Aug 11 2006,R,,Sony Pictures Classics,Original Screenplay,Drama,Historical Fiction,,,7.5,1519
1983,Sorority Row,11965282,26735797,1350584,12500000,Sep 11 2009,R,,Summit Entertainment,Remake,Horror,Contemporary Fiction,,22,5.1,7097
1984,Hart's War,19076815,33076815,,70000000,Feb 15 2002,R,,MGM,Based on Book/Short Story,Drama,Historical Fiction,,58,6.2,19541
1985,The Hitchhiker's Guide to the Galaxy,51019112,104019112,,45000000,Apr 29 2005,PG,103,Walt Disney Pictures,Based on Book/Short Story,Comedy,Science Fiction,,60,6.6,61513
1986,High Tension,3681066,5208449,,2850000,Jun 10 2005,R,,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,,,5.4,165
1987,Hot Fuzz,23618786,79197493,33391776,16000000,Apr 20 2007,R,121,Focus Features,Original Screenplay,Comedy,Contemporary Fiction,Edgar Wright,91,8,129779
